cell_nm	batch_id	batch_name	cond	f_no_digestion	mean_f_fend_dup	max_chrom_cov_abber	f_trans	trans_align	total_contacts	cis_ab_comp	trans_ab_comp	passed_qc	mean_insu	loop_enr_EE	loop_enr_LL	ord	group	f_mitotic_band	f_near_band	far_mu	repli_score
1CDU_633	14	1CDU_2891	1CDU	0.549850407	0.02138293	0.18562050300000002	0.052630219000000006	0.378903713	154778	0.440760805	0.30567981	1	2.190067764	0.31906844100000004	0.584962501	1119.0	early-S	0.121666703	0.751302793	22998033.11	1.2694623999999999
1CDU_636	14	1CDU_2891	1CDU	0.39286582700000006	0.010232032	0.177587062	0.066647285	0.10620360300000001	41277	0.444972954	0.339497376	1	2.558581313	1.584962501	1.3625700790000002	429.0	G1	0.12580903699999998	0.617949824	36977172.39	1.0585331009999999
1CDU_637	14	1CDU_2891	1CDU	0.359622265	0.018963046	0.35643154	0.10203363	0.218502752	116442	0.43148341100000004	0.147679571	1	2.62210893	0.710493383	0.791413378	661.0	early-S	0.114821571	0.700458351	29778542.82	1.0888925740000002
1CDU_638	14	1CDU_2891	1CDU	0.382820214	0.021039127999999997	0.332620236	0.079400212	0.18356887600000002	156322	0.478184086	0.371809469	1	2.514418744	0.6711191440000001	1.311944006	578.0	early-S	0.117557021	0.681171365	31540450.57	1.0654146009999999
1CDU_641	14	1CDU_2891	1CDU	0.34310407600000004	0.024034845	0.409115846	0.080722263	0.169190361	228227	0.34652317200000005	0.37995403899999997	1	2.540394978	1.063009798	1.0496307679999999	393.0	G1	0.129052819	0.614466919	32384383.8	1.063457389
1CDU_642	14	1CDU_2891	1CDU	0.296278988	0.018339137	0.228194497	0.085074385	0.173247958	154265	0.595335492	0.34711583700000004	1	2.5020812009999998	0.436570661	1.0489096000000002	937.0	early-S	0.098661221	0.759700477	29938198.06	1.136610944
1CDU_644	14	1CDU_2891	1CDU	0.428850068	0.019298588000000002	0.435649196	0.08015324900000001	0.246951177	165221	0.50381959	0.384508296	1	2.53732851	0.710493383	0.824150165	801.0	early-S	0.12306198199999999	0.695397315	27524667.76	1.192424688
1CDU_645	14	1CDU_2891	1CDU	0.49332555299999997	0.018217424	0.181757287	0.059018009	0.132709065	111610	0.43345471	0.42075192	1	2.689564452	0.8744691179999999	0.743660247	663.0	early-S	0.11372269	0.699728688	32800861.0	1.0912537820000001
1CDU_646	14	1CDU_2891	1CDU	0.38795265100000004	0.017710025	0.378920065	0.037764400000000004	0.17351007899999998	122920	0.283907136	0.18879026899999998	1	2.343228399	0.38332864	0.639410285	224.0	G1	0.153731482	0.567315755	27588754.23	1.0793590309999999
1CDU_647	14	1CDU_2891	1CDU	0.47402602299999996	0.031629143	0.15898486	0.053880859	0.325980979	263099	0.365596198	0.27363248100000004	1	2.3926969419999997	0.537656786	0.287281952	236.0	G1	0.15008413	0.625664187	22265634.66	1.1656692240000002
1CDU_652	14	1CDU_2891	1CDU	0.389370434	0.020776123	0.33930319600000003	0.059402723	0.360503965	163107	0.47373840799999994	0.285694069	1	2.516687411	0.18641312399999999	1.491853096	208.0	G1	0.15611592800000001	0.5846659270000001	25040807.86	1.073480299
1CDU_654	14	1CDU_2891	1CDU	0.489771863	0.015433258	0.36594390000000004	0.066632879	0.311301162	78924	0.39976532299999995	0.47427672299999996	1	2.41683148	0.11929892800000001	0.7776075790000001	932.0	early-S	0.123662354	0.714262897	24676030.23	1.228356113
1CDU_655	14	1CDU_2891	1CDU	0.42647611399999996	0.020591461000000002	0.325910523	0.05750502	0.303681219	146422	0.448293874	0.137483006	1	2.538689005	0.282399731	0.880418384	246.0	G1	0.149039688	0.6126863220000001	23954607.87	1.064958481
1CDU_656	14	1CDU_2891	1CDU	0.443351457	0.015406308	0.144141448	0.048484115	0.328387027	115708	0.460227751	0.22450040300000002	1	2.463749854	0.8479969070000001	0.497499659	591.0	early-S	0.124288985	0.684344686	26370124.34	1.067762135
1CDU_657	14	1CDU_2891	1CDU	0.312959872	0.021583422999999997	0.16225156300000002	0.073403834	0.33342744399999996	204349	0.452968043	0.26615136300000003	1	2.501920123	0.38482288600000003	0.6875322340000001	451.0	early-S	0.147354055	0.637261161	24180883.63	1.063072942
1CDU_658	14	1CDU_2891	1CDU	0.365661571	0.018539608	0.189446835	0.04396309599999999	0.183253583	140254	0.294504004	0.205450345	1	2.386107693	0.796466606	1.440572591	355.0	G1	0.145945687	0.587404665	31818934.11	1.05596605
1CDU_661	14	1CDU_2891	1CDU	0.286839739	0.026977981	0.37581240899999996	0.084015584	0.228242348	288505	0.44345006299999995	0.143413435	1	2.603514064	0.354956895	0.62935662	685.0	early-S	0.110530374	0.7153187520000001	29298726.07	1.073069495
1CDU_663	14	1CDU_2891	1CDU	0.43056927100000003	0.02504844	0.35476036299999997	0.06335811	0.282391622	206777	0.258402859	0.305628976	1	2.2649509869999997	1.014006858	0.44745897700000004	1180.0	early-S	0.10201373400000001	0.7626293209999999	26155770.53	1.292676631
1CDU_664	14	1CDU_2891	1CDU	0.431324416	0.01972013	0.322790316	0.085350046	0.22426056800000002	163550	0.422920161	0.49254587899999996	1	2.417053692	0.598383016	1.346802764	928.0	early-S	0.11250907800000001	0.723547567	28759736.9	1.2073538320000001
1CDU_665	14	1CDU_2891	1CDU	0.412452545	0.021611471	0.191003964	0.060503139000000004	0.18474424	161347	0.509788395	0.279456166	1	2.5141931619999998	1.006426269	1.0	615.0	early-S	0.117064334	0.694405457	30048753.23	1.063565361
1CDU_667	14	1CDU_2891	1CDU	0.440511769	0.012669773999999998	0.191462175	0.063823982	0.124467003	51313	0.39175324200000006	0.23109880600000002	1	2.513479535	0.7369655940000001	1.72935241	458.0	early-S	0.132421064	0.642085086	32813374.99	1.061243317
1CDU_668	14	1CDU_2891	1CDU	0.448150021	0.02486715	0.164279507	0.059294411	0.298667017	201874	0.473677246	0.307450872	1	2.259614192	0.417017863	0.822001698	1318.0	late-S/G2	0.098270022	0.773941158	26959217.76	1.334610019
1CDU_672	14	1CDU_2891	1CDU	0.49651901200000004	0.016851971	0.174019653	0.081342456	0.08606588400000001	52322	0.462332036	0.266366208	1	2.059487391	0.98550043	1.0544477840000002	1263.0	early-S	0.086400499	0.772301934	32857630.88	1.3418033870000001
1CDU_673	14	1CDU_2891	1CDU	0.48869876799999995	0.019633509	0.084793677	0.077365345	0.138307284	146448	0.44519322899999997	0.409979329	1	2.612552237	0.517848305	1.140177658	570.0	early-S	0.12258022	0.665137615	32215089.2	1.0933858490000001
1CDU_674	14	1CDU_2891	1CDU	0.490403408	0.015445863999999998	0.184987103	0.04334137	0.161555016	111164	0.32669298	0.374022681	1	2.474869005	0.451106754	1.4537179669999998	391.0	G1	0.140002619	0.606547073	33042058.48	1.066099578
1CDU_675	14	1CDU_2891	1CDU	0.516617733	0.021706837000000003	0.151019762	0.056751135999999994	0.182920148	176948	0.384396178	0.359874305	1	2.2911011059999997	0.823122238	0.973527789	1031.0	early-S	0.108523235	0.7429438490000001	30587603.23	1.215963932
1CDU_681	14	1CDU_2891	1CDU	0.40224869799999996	0.022253686	0.506260455	0.057429207	0.10972475300000001	200055	0.29610972399999996	0.29837533	1	2.528354256	0.287281952	0.741081703	394.0	G1	0.127925339	0.621077975	32006533.34	1.05933737
1CDU_683	14	1CDU_2891	1CDU	0.397703543	0.021485665	0.149180848	0.069095376	0.146466237	174194	0.41050736200000004	0.394788435	1	2.4677437980000003	0.526068812	1.0094603290000002	822.0	early-S	0.112714942	0.712525883	31761520.2	1.171610969
1CDU_684	14	1CDU_2891	1CDU	0.39916601399999996	0.02206051	0.210794153	0.081643152	0.10905350800000001	178826	0.546034806	0.4457804	1	2.336064561	0.430385464	1.19592021	1348.0	late-S/G2	0.093231679	0.785856543	30081902.86	1.266902953
1CDU_685	14	1CDU_2891	1CDU	0.38535246100000003	0.021380165	0.163148625	0.064969261	0.190708107	166725	0.317464383	0.222807688	1	2.459387794	0.9219974879999999	0.911190733	392.0	G1	0.129335335	0.6101357279999999	32714725.5	1.077977053
1CDU_686	14	1CDU_2891	1CDU	0.45546074299999995	0.015411981000000002	0.339545815	0.057303140999999995	0.318067575	127096	0.380581137	0.433998525	1	2.5638446530000003	0.622437206	0.409112665	620.0	early-S	0.12909352	0.68942517	24748194.07	1.075352247
1CDU_687	14	1CDU_2891	1CDU	0.473303333	0.022722282000000003	0.19820301399999998	0.067985655	0.27267386600000004	131616	0.533913145	0.26907363	1	2.437588756	0.044394119	1.22650853	1072.0	early-S	0.093687613	0.7760481029999999	29465621.05	1.188999406
1CDU_688	14	1CDU_2891	1CDU	0.35474513399999996	0.026383447	0.36645305899999997	0.10615794099999999	0.286340658	228047	0.591561578	0.462358428	1	2.537318417	0.6646896929999999	0.7004397179999999	990.0	early-S	0.11323700800000001	0.733943137	27317407.4	1.213029247
1CDU_691	14	1CDU_2891	1CDU	0.49996426	0.032992885	0.24531170600000002	0.060619402999999995	0.27611826300000003	336130	0.525700205	0.37485865799999996	1	2.56135983	0.706953025	1.22650853	499.0	early-S	0.139592713	0.650782736	27393463.54	1.073494812
1CDU_693	14	1CDU_2891	1CDU	0.378225693	0.012636688	0.202986716	0.083648113	0.143497909	64066	0.35081046200000005	0.48079534399999996	1	2.4079584080000003	1.276840205	1.469485283	904.0	early-S	0.10524363099999999	0.74284772	33983551.92	1.152358857
1CDU_695	14	1CDU_2891	1CDU	0.514338834	0.014880805	0.136619927	0.050782403	0.08342456599999999	60966	0.413908848	0.34046365	1	2.493912889	0.16992500100000002	0.646363045	549.0	early-S	0.12065121599999999	0.656245139	35596978.18	1.097174575
1CDU_696	14	1CDU_2891	1CDU	0.414667622	0.016365867	0.422707259	0.076654232	0.151711773	114736	0.42590852799999995	0.326838374	1	2.572863529	0.054447784000000006	0.24935946899999997	684.0	early-S	0.12409119800000001	0.683042752	32879336.28	1.139196895
1CDU_697	14	1CDU_2891	1CDU	0.46164489200000003	0.017213108	0.146360346	0.086852687	0.20952702199999998	139017	0.515289412	0.318852805	1	2.651419192	0.282399731	1.026967048	590.0	early-S	0.11662256	0.679989143	31689488.85	1.076095493
1CDU_701	14	1CDU_2891	1CDU	0.41759751799999995	0.013888286000000001	0.28108333399999996	0.072376143	0.301360366	45153	0.43474363899999996	0.294353935	1	2.514447123	0.9328858040000001	0.9219974879999999	476.0	early-S	0.13985414	0.646442361	28411779.24	1.066814258
1CDU_702	14	1CDU_2891	1CDU	0.37759858399999996	0.01448124	0.563820652	0.07520552700000001	0.271726101	72375	0.48307854100000003	0.36654117399999997	1	2.4106211490000002	0.8479969070000001	1.125530882	911.0	early-S	0.114720954	0.7234287309999999	28856128.15	1.194577089
1CDU_703	14	1CDU_2891	1CDU	0.381330161	0.017213966	0.360068536	0.084021838	0.165007476	89203	0.46278727799999997	0.40092582200000004	1	2.4778947909999998	0.754887502	0.584962501	916.0	early-S	0.108313695	0.690868956	30155832.33	1.265180531
1CDU_704	14	1CDU_2891	1CDU	0.44815733	0.014412998	0.421620393	0.066962292	0.17883275699999998	96293	0.38823476100000004	0.255837208	1	2.529706827	0.94753258	0.551015169	409.0	G1	0.13465039199999998	0.611268614	34688304.94	1.084102948
1CDU_705	14	1CDU_2891	1CDU	0.47184477	0.018000546	0.424916099	0.05660804	0.202105179	123834	0.39894572799999994	0.284963329	1	2.491833438	0.952694285	1.222392421	466.0	early-S	0.135266622	0.629018411	32201863.52	1.094662436
1CDU_706	14	1CDU_2891	1CDU	0.433488828	0.016280982	0.371733044	0.067876984	0.249537693	108181	0.39734789299999995	0.40648048299999995	1	2.5396845040000002	0.824150165	0.743660247	814.0	early-S	0.110847377	0.7198881770000001	29395824.83	1.153363036
1CDU_708	14	1CDU_2891	1CDU	0.521560699	0.019117609	0.442187636	0.057720425	0.226020949	149098	0.523172721	0.34814950899999997	1	2.400511921	0.7338258870000001	1.140177658	952.0	early-S	0.11141433	0.709668689	32140692.84	1.248441472
1CDU_712	14	1CDU_2891	1CDU	0.35511370700000006	0.010773368	0.390036654	0.062214385	0.312614251	40264	0.47769551	0.275771666	1	2.409029236	1.111031312	1.8073549219999998	311.0	G1	0.147628239	0.622097444	26312456.52	1.076222646
1CDU_713	14	1CDU_2891	1CDU	0.378375516	0.015733072	0.3117197	0.060060151	0.235326443	66167	0.318239564	0.140565472	1	2.498281782	1.074767768	1.169925001	435.0	early-S	0.130069826	0.631778339	32287050.65	1.041976518
1CDU_716	14	1CDU_2891	1CDU	0.40266577600000003	0.01961217	0.30615551	0.074892355	0.297556378	155837	0.316586038	0.42636115399999996	1	2.39266504	0.036069255	0.609210047	1225.0	early-S	0.10523233800000001	0.76804106	26015911.22	1.314669567
1CDU_718	14	1CDU_2891	1CDU	0.42568086899999996	0.015965454	0.309405029	0.061829151	0.23291561300000002	108072	0.46301277799999996	0.184100552	1	2.5603567519999997	0.239187664	0.889817082	444.0	early-S	0.132320713	0.629033477	29411204.9	1.067813579
1CDU_722	14	1CDU_2891	1CDU	0.42338570700000006	0.014565932	0.221204381	0.044662935	0.281677173	60923	0.264619869	0.311791462	1	2.331776615	0.551015169	1.2954558840000001	231.0	G1	0.14633322099999999	0.581066239	26840964.89	1.093378317
1CDU_724	14	1CDU_2891	1CDU	0.42496527799999995	0.020033941	0.54797029	0.0645545	0.112824125	152166	0.578575381	0.36380507799999995	1	2.396633717	0.595016165	0.819427754	1006.0	early-S	0.10604714	0.740392478	32675774.07	1.208643073
1CDU_725	14	1CDU_2891	1CDU	0.536412923	0.026018229	0.218921478	0.061607405999999997	0.24352057	149284	0.41459305700000004	0.392243509	1	2.378579522	0.517848305	1.074767768	912.0	early-S	0.11773032900000001	0.725681255	26631940.49	1.190086684
1CDU_726	14	1CDU_2891	1CDU	0.410021043	0.015441558999999999	0.161509972	0.058326798	0.188907013	87987	0.36981024799999995	0.36142153200000005	1	2.5110472219999997	0.611929548	0.584962501	358.0	G1	0.129744384	0.605106358	30098790.33	1.093165349
1CDU_727	14	1CDU_2891	1CDU	0.44946967600000004	0.017296341	0.496656673	0.042611578	0.299811086	110416	0.36454314600000004	0.2543377	1	2.431889693	0.8479969070000001	0.800691192	192.0	G1	0.156050269	0.539724716	29184604.53	1.064960656
1CDU_728	14	1CDU_2891	1CDU	0.45202955100000003	0.01653542	0.463741956	0.037964296	0.216677919	119428	0.36726694299999996	0.281478887	1	2.439448309	0.98772167	0.39733549799999995	256.0	G1	0.157801457	0.576898672	28461109.25	1.029701075
1CDX1_1	15	1CDX1_3136	1CD_G1	0.296735596	0.02363756	0.708211192	0.095550064	0.125457644	241172	0.35866943	0.117819504	1	2.477177179	0.734987945	1.2083991490000001	271.0	G1	0.160293764	0.5208391139999999	35152755.05	1.079699625
1CDX1_2	15	1CDX1_3136	1CD_G1	0.307042628	0.025872341	0.163296666	0.043736234000000006	0.463973736	232918	0.30442617	0.27246265399999997	1	2.4837676930000003	0.575376452	0.906890596	70.0	G1	0.208110397	0.525565988	18378701.9	1.051125762
1CDX1_3	15	1CDX1_3136	1CD_G1	0.28841549699999997	0.022685356	0.178284379	0.053513488	0.36676886200000003	228989	0.37892832	0.208988165	1	2.4678710969999997	0.723668772	1.064130337	356.0	G1	0.145761941	0.650622421	25094643.39	1.1030195329999999
1CDX1_4	15	1CDX1_3136	1CD_G1	0.302703848	0.023722844	0.162119704	0.074202653	0.36355109399999996	217189	0.444698036	0.193226079	1	2.629047117	0.691877705	0.901436166	622.0	early-S	0.12945599	0.676917522	26857794.33	1.102822847
1CDX1_5	15	1CDX1_3136	1CD_G1	0.318196312	0.021843703	0.254361873	0.071991659	0.268657966	172645	0.340376986	0.257786134	1	2.518020536	0.766202815	0.8479969070000001	248.0	G1	0.159457947	0.574698859	28050786.96	1.100639145
1CDX2_1	16	1CDX2_3136	1CD_eS	0.315295942	0.025194243999999998	0.24507767	0.071684977	0.32073333600000004	267155	0.414281461	0.310869307	1	2.178918302	0.622115499	0.94753258	1445.0	late-S/G2	0.086927636	0.801405668	27331819.27	1.248557547
1CDX2_2	16	1CDX2_3136	1CD_eS	0.319992475	0.020360829	0.35310164	0.083196062	0.215691732	207618	0.499988724	0.24270567199999998	1	2.6109724180000002	0.78350818	1.27462238	611.0	early-S	0.117036195	0.6823545059999999	30702232.36	1.084919634
1CDX2_3	16	1CDX2_3136	1CD_eS	0.318284171	0.02743169	0.20441854199999998	0.074196247	0.34190782299999994	231912	0.302702524	0.272216007	1	2.429634363	0.547873182	0.993047239	653.0	early-S	0.141445714	0.6741374720000001	25417467.14	1.136422397
1CDX2_4	16	1CDX2_3136	1CD_eS	0.346504692	0.03049277	0.17382573899999998	0.071690911	0.29957350899999996	228439	0.395161479	0.451556405	1	2.291694062	0.522226745	1.268105395	1333.0	late-S/G2	0.09476810699999999	0.787372728	26970787.19	1.352357298
1CDX2_5	16	1CDX2_3136	1CD_eS	0.34152541399999997	0.020448622	0.174994498	0.067073312	0.39851550399999996	173124	0.406243284	0.136837455	1	2.599452747	0.9726235609999999	0.754887502	890.0	early-S	0.120876586	0.7278277590000001	23625101.48	1.174364057
1CDX2_6	16	1CDX2_3136	1CD_eS	0.298276673	0.017643071	0.344294683	0.09848146	0.19039084899999997	178856	0.431494293	0.311644745	1	2.5793436919999997	0.010726407	1.087462841	515.0	early-S	0.129837356	0.639991016	30750552.99	1.111521132
1CDX3_1	17	1CDX3_3136	1CD_mS	0.31860129800000003	0.024800667999999998	0.523778964	0.080177841	0.37169565200000004	247637	0.39696258700000003	0.266028502	1	2.342447134	0.590199149	0.906890596	1355.0	late-S/G2	0.091991023	0.791484306	24433359.15	1.315299205
1CDX3_2	17	1CDX3_3136	1CD_mS	0.361534244	0.024983092000000002	0.910220829	0.043728214	0.007915659	186470	0.372997694	0.49117698299999996	1	2.273115721	0.766202815	0.287281952	1449.0	late-S/G2	0.078187039	0.813400745	36210580.5	1.407037296
1CDX3_3	17	1CDX3_3136	1CD_mS	0.314480704	0.025723423999999998	0.47308514	0.059611538	0.329180095	224990	0.210657982	0.222648053	1	2.200511259	0.602556561	0.9906013020000001	1387.0	late-S/G2	0.089708575	0.795982272	26866586.15	1.29106617
1CDX3_5	17	1CDX3_3136	1CD_mS	0.331604238	0.036200072	0.194019876	0.060331935999999996	0.446364661	285536	0.34965103	0.292327045	1	2.150322395	0.477790977	0.754887502	1727.0	late-S/G2	0.070026521	0.842159496	25566888.64	1.34490895
1CDX3_6	17	1CDX3_3136	1CD_mS	0.347136018	0.026962859	0.909470786	0.051155007	0.34979582	243808	0.486214214	0.33766859200000005	1	2.11111381	0.580516596	0.41860411399999997	1707.0	late-S/G2	0.081173833	0.8319001659999999	22564120.75	1.231704828
1CDX4_1	18	1CDX4_3136	1CD_lS_G2	0.34940983	0.025663968	0.675500735	0.0471086	0.40907670700000004	260929	0.566845379	0.34455934299999996	1	2.160751759	0.539447841	0.87036472	1795.0	late-S/G2	0.09137764400000001	0.827624468	20667758.71	1.051980324
1CDX4_2	18	1CDX4_3136	1CD_lS_G2	0.335886887	0.023605087	0.36158968	0.054990064000000005	0.37719411	230968	0.401666687	0.297023107	1	2.310136252	0.45895461600000004	0.502500341	1661.0	late-S/G2	0.083775065	0.8221595209999999	21945784.01	1.15709
1CDX4_3	18	1CDX4_3136	1CD_lS_G2	0.31867455	0.025347704	0.347001305	0.078169657	0.352254962	235475	0.500796779	0.30793822600000004	1	2.250858202	0.64385619	0.96829114	1277.0	early-S	0.09833642199999999	0.794332591	22075359.13	1.308472393
1CDX4_4	18	1CDX4_3136	1CD_lS_G2	0.302095291	0.027291216	0.19100066100000002	0.061962994	0.357195328	268386	0.39160568100000004	0.25374598	1	2.248719271	0.8597421140000001	0.9342967529999999	1769.0	late-S/G2	0.08236419099999999	0.835176858	22957782.6	1.195232073
1CDX4_5	18	1CDX4_3136	1CD_lS_G2	0.374921151	0.026606714	0.641767211	0.036629654	0.482630943	248924	0.511217546	0.303837669	1	2.1341906440000002	0.362570079	0.6887983120000001	1919.0	late-S/G2	0.075258614	0.8478734090000001	20928234.59	1.064000454
1CDX4_6	18	1CDX4_3136	1CD_lS_G2	0.368365373	0.024737582	0.121233354	0.049987832	0.420107112	225995	0.587702562	0.569790049	1	2.243434548	0.6022404920000001	0.773996325	1912.0	late-S/G2	0.076823346	0.8484299120000001	21339299.61	1.096544453
1CDX1_12	19	1CDX1_3158	1CD_G1	0.33733413799999995	0.029706352999999998	0.395244085	0.055221135	0.36447492200000003	67945	0.291415119	0.12377476800000001	1	2.27473304	0.710493383	0.710493383	154.0	G1	0.182112479	0.575218992	22292789.57	1.104137511
1CDX1_13	19	1CDX1_3158	1CD_G1	0.49090738700000003	0.028410563	0.613091437	0.031545741	0.378010568	32017	0.360658973	0.34327420700000005	1	2.496094401	0.94753258	1.847996907	262.0	G1	0.144401405	0.619223493	24352798.99	1.0870567979999999
1CDX1_14	19	1CDX1_3158	1CD_G1	0.43510686	0.031967307	0.411081999	0.037373692	0.09217729300000001	66998	0.203962975	0.14019569199999998	1	2.4224914109999998	0.7776075790000001	1.469485283	251.0	G1	0.1604033	0.549276691	31007478.1	1.102364038
1CDX1_17	19	1CDX1_3158	1CD_G1	0.42397691	0.030895002999999997	0.142280115	0.051286748	0.364517363	87352	0.37461766399999996	0.19983682100000003	1	2.615615312	0.8479969070000001	1.584962501	244.0	G1	0.150757098	0.596309148	25563533.05	1.081198756
1CDX1_22	19	1CDX1_3158	1CD_G1	0.39051914200000004	0.028769218	0.185295107	0.12080652	0.165250232	99142	0.29826568	0.321334915	1	2.610317361	0.791413378	1.032421478	344.0	G1	0.154429251	0.587187872	31363442.14	1.0618811609999999
1CDX1_23	19	1CDX1_3158	1CD_G1	0.334077495	0.032690786	0.13994131199999998	0.053604565	0.317856325	157356	0.392582053	0.332998703	1	2.445287168	0.457206954	1.288569498	366.0	G1	0.141839763	0.617239632	29426341.11	1.073694792
1CDX1_24	19	1CDX1_3158	1CD_G1	0.326548552	0.042216242	0.180921406	0.068828115	0.09334048800000001	264514	0.405035944	0.42542132	1	2.642087505	0.9127671620000001	0.9759143809999999	572.0	early-S	0.112604491	0.6825930179999999	34423193.06	1.05823225
1CDX1_25	19	1CDX1_3158	1CD_G1	0.33125499399999997	0.041058591	0.580790045	0.085466057	0.303643111	235496	0.33836608799999995	0.133337511	1	2.5283089380000003	0.767826558	0.555215157	353.0	G1	0.152029325	0.591474498	31296161.31	1.052964007
1CDX1_26	19	1CDX1_3158	1CD_G1	0.329547847	0.038088559	0.42707695799999995	0.075703014	0.40656891799999995	247148	0.397084768	0.275618624	1	2.486929125	0.766800824	0.641546029	229.0	G1	0.154923123	0.585178469	26366337.23	1.055399195
1CDX1_27	19	1CDX1_3158	1CD_G1	0.320767234	0.040916069	0.18722736	0.121472346	-0.002611998	262708	0.302120569	0.107665564	1	2.496312896	0.412901755	1.122619287	422.0	G1	0.127986693	0.572820015	40645322.35	1.069612565
1CDX1_32	19	1CDX1_3158	1CD_G1	0.401696344	0.033754161	0.958663105	0.042959452	0.186550474	94950	0.345375971	-0.012436541	1	2.356804989	1.037474705	1.3334237340000001	94.0	G1	0.181046823	0.492204784	25717193.06	1.0576913620000001
1CDX1_33	19	1CDX1_3158	1CD_G1	0.336405706	0.040614289	0.163556835	0.067653793	0.18238357	262040	0.28490079100000004	0.274822026	1	2.625301226	0.78692133	1.016119665	453.0	early-S	0.123087153	0.642360786	28375961.67	1.055272301
1CDX1_34	19	1CDX1_3158	1CD_G1	0.333486086	0.043856448	0.6684989020000001	0.038475695	0.347653129	255381	0.28513970899999996	0.05509971	1	2.312987779	0.074000581	1.103835811	125.0	G1	0.162732119	0.536723348	24225834.04	1.0634508520000001
1CDX1_35	19	1CDX1_3158	1CD_G1	0.36671041	0.04493479	0.22273585199999998	0.035014738999999996	0.34861756899999996	219479	0.273921429	0.141687994	1	2.498771761	1.14172811	1.2313255459999999	134.0	G1	0.160769833	0.5561927329999999	22833598.67	1.045140051
1CDX1_36	19	1CDX1_3158	1CD_G1	0.35825193299999997	0.033181403	0.6905433259999999	0.050442597	0.237363591	133755	0.4026823	0.093666499	1	2.433276877	1.0544477840000002	1.190102883	389.0	G1	0.13294425	0.647602728	28310675.98	1.091098552
1CDX1_37	19	1CDX1_3158	1CD_G1	0.338261861	0.06652334	0.23185291800000002	0.054309953	0.223307301	471258	0.505163915	0.35243094399999997	1	2.250577896	0.5999128420000001	0.370518833	1741.0	late-S/G2	0.066830782	0.833784904	27388075.55	1.213134017
1CDX1_38	19	1CDX1_3158	1CD_G1	0.332687242	0.033407719	0.36192071	0.044822474	0.339337715	120743	0.36264687799999995	0.18175226	1	2.3412043380000003	0.830074999	0.16992500100000002	75.0	G1	0.192411355	0.5054779660000001	20907285.01	1.061010918
1CDX1_41	19	1CDX1_3158	1CD_G1	0.323652039	0.021164851000000002	0.219132847	0.143460569	0.10592881400000001	71022	0.273429816	0.200893038	1	2.617077201	1.584962501	1.491853096	374.0	G1	0.162987211	0.5990027410000001	32183695.07	1.072080318
1CDX1_42	19	1CDX1_3158	1CD_G1	0.335508597	0.038117666	0.49639872	0.030870803	0.32791168600000004	231740	0.19341777100000002	0.08913541800000001	1	2.292967705	0.595454875	1.252387162	56.0	G1	0.207917745	0.46941694	20201481.62	1.045673699
1CDX1_43	19	1CDX1_3158	1CD_G1	0.322536225	0.035993615	0.174002026	0.044814335	0.413228276	222226	0.339790659	0.039409067	1	2.3041551190000003	0.6643969679999999	1.191298652	86.0	G1	0.19213615899999997	0.5371083329999999	19730154.78	1.0554889159999998
1CDX1_44	19	1CDX1_3158	1CD_G1	0.352089906	0.036964056	0.185751583	0.08781770900000001	0.092940825	217848	0.37909600299999996	0.273556976	1	2.641810361	0.5437398379999999	0.739937161	662.0	early-S	0.105117709	0.717408991	36017875.05	1.054789591
1CDX1_45	19	1CDX1_3158	1CD_G1	0.347101995	0.037047546	0.180286052	0.06502178900000001	0.285312096	191382	0.195521786	-0.008991945999999999	1	2.571352875	0.43720888	1.188072348	264.0	G1	0.143598709	0.579854761	28642864.13	1.064467498
1CDX1_46	19	1CDX1_3158	1CD_G1	0.33095733899999996	0.031523277999999995	0.210307904	0.067255916	0.28180979899999997	186452	0.335508429	0.323291359	1	2.565925635	1.128897733	0.980100443	316.0	G1	0.149216429	0.610943218	27693141.28	1.054904359
1CDX1_47	19	1CDX1_3158	1CD_G1	0.331295721	0.039539841	0.52065016	0.053493892	0.233713936	229614	0.24014537800000002	0.290590415	1	2.345107459	0.584962501	0.94753258	201.0	G1	0.164414156	0.5547474520000001	27998775.62	1.044681032
1CDX1_51	19	1CDX1_3158	1CD_G1	0.332987323	0.018012746	0.356954475	0.068538372	0.37636322200000005	31807	0.294128599	0.339196945	1	2.566623715	1.222392421	-0.415037499	509.0	early-S	0.139178466	0.6585498679999999	24562088.57	1.065439318
1CDX1_52	19	1CDX1_3158	1CD_G1	0.39544429700000006	0.031777554	0.460174896	0.033049893	0.245627277	103843	0.284460858	0.17391322399999998	1	2.3156964319999997	0.271804615	1.134301092	325.0	G1	0.152233425	0.584273664	30891919.92	1.0551304479999999
1CDX1_53	19	1CDX1_3158	1CD_G1	0.344188269	0.051605575	0.193066072	0.060096752999999996	0.290340639	380968	0.429254884	0.269713705	1	2.268764463	0.6596293000000001	0.965234582	1798.0	late-S/G2	0.07456955	0.8342972340000001	26431673.01	1.140775684
1CDX1_54	19	1CDX1_3158	1CD_G1	0.32416863100000004	0.04165321	0.340595945	0.039371506	0.318167324	248275	0.20072627899999998	0.093499855	1	2.1399134909999997	0.404390255	0.328622747	39.0	G1	0.274058127	0.45359774799999997	15829027.17	1.051022575
