1	-0.019019088234997945
2	-0.01135426261977776
3	-0.01771564872121351
4	-0.017275228162794518
5	-0.0063041778956411275
6	-0.01067366980052312
7	-0.02299236332505184
8	-0.028026534945592298
9	-0.007699813410486383
10	-0.0038783235975591093
11	-0.015430892774019827
12	-0.9972300542836472
13	-0.015385506657103894
14	-0.015623405291188308
15	-0.004634724514718732
16	-0.012425462904254371
17	-0.012003518252516384
18	-0.013135246116011847
19	-0.011759010092672766
20	-0.01913870107943402
21	-0.9966410042985162
22	-0.992964168085353
23	-0.012419698346322346
24	-0.0808623214398086
25	-0.012240711713354493
26	-0.04491647871677474
27	-0.012423967294384136
28	-0.9973313987274659
29	-0.022007262174943823
30	-1.0
31	-0.013212626233926333
32	-0.020250903800460275
33	-0.02463520020941753
34	-0.027859109438235073
35	-0.0059416250281311925
36	-0.01812161317124459
37	-0.051755515986282793
38	-0.012841376086861065
39	-0.015193372113851737
40	-0.9969938397701283
41	-0.023356446683267987
42	-0.9959896511212949
43	-0.013922155999701456
44	-0.014231435069331404
45	-0.9961872135779068
46	-0.013212305315086582
47	-0.008710331399042972
48	-0.01257966122547949
49	-0.004244956456572941
50	-0.027267723320052253
51	-0.01709499847403799
52	-0.0042856035302813586
53	-0.01344364874058257
54	-0.006266693871619426
55	-0.005821957597517498
56	-0.016077136488980882
57	-0.014350439512347215
58	-0.010968082439445508
59	-0.014862508022640197
60	-0.0043746185022912314
61	-0.006634573936043901
62	-0.0034111392131786745
63	-0.007710474172517676
64	-0.007518457657715545
65	-0.007532571951867681
66	-0.0036907329936355566
67	-0.003434256871054869
68	-0.003910563894175359
69	-0.0028016511258951832
70	-0.006847426368810824
71	-0.008482957191355408
72	-0.007616189891818759
73	-0.004170081129923727
74	-0.005583778300308622
75	-0.004567199146836991
76	-0.010025392643824767
77	-0.005408300265970956
78	-0.005355383124170324
79	-0.004663358873883907
80	-0.003202466762050367
81	-0.004153558995568349
82	-0.005906031163300796
83	-0.004080317633102838
84	-0.008676427601833705
85	-0.0050947198367293335
86	-0.00648574489459886
87	-0.0041799944280955315
88	-0.005991509775768049
89	-0.005392377823146022
90	-0.0039331200028351705
91	-0.005356148328217532
92	-0.0056277844916467245
93	-0.0030789049805523333
94	-0.006851792255583316
95	-0.012679921955963512
96	-0.005564156943052697
97	-0.009331176812790666
98	-0.007090833945078869
99	-0.005313618999340169
100	-0.00528903566616368
101	-0.005695694051136059
102	-0.008127059844067879
103	-0.007358883035031248
104	-0.011377117440479334
105	-0.008713459583347892
106	-0.0029460856240588625
107	-0.006894839799052281
108	-0.006401508313713816
109	-0.0014865973863852835
110	-0.006972866013840618
111	-0.006902066180103713
112	-0.004976697634772635
113	-0.004740582350696129
114	-0.006340834471351729
115	-0.007600569348162813
116	-0.004160256072318033
117	-0.004604282527383815
118	-0.002026945146510886
119	-0.003190568491628282
120	-0.0008288440479572443
121	-0.0009804624120644144
122	-0.0015848555407886613
123	-0.0015934425982648227
124	-0.0012357902952359646
125	-0.0012732107635593927
126	-0.004445559346922427
127	-0.001660183096837227
128	-0.0011256384239630005
129	-0.0003356309926568867
130	-0.001423559700423131
131	-0.0010812397654573972
132	-0.0016065600556323105
133	-0.0007378059725067842
134	-0.003102394083476967
135	-0.0036930088537535425
136	-0.0011445941714664572
137	-0.003282787866918555
138	-0.001230595256513934
139	-0.0019106785105767372
140	-0.002928119478774989
141	-0.0
142	-0.0011784095825749137
143	-0.0013104352463727174
144	-0.003654361620526514
145	-0.0027760127118675493
146	-0.00021362882642463193
147	-0.0006149673597071892
148	-0.003306288948862901
149	-0.002606246005607893
150	-0.0007998253151196868
151	-0.0002499165793626219
152	-0.0011119356881557642
153	-0.003268032278810153
154	-0.0037541473661434495
155	-0.0034814234116431015
156	-0.0008007633104591095
157	-0.0014494495530686328
158	-0.0014238048427864228
159	-0.0005915444174900196
160	-0.00207012080618642
161	-0.0007287058048893723
162	-0.0017992868316414985
163	-0.001991692380725669
164	-0.0020312964533400956
165	-0.001975921888074389
166	-0.001234428725418122
167	-0.0006128052270017451
168	-0.00037956176569469617
169	-0.0004944665413661649
170	-0.0013425306767487534
171	-0.0002602844000878022
172	-0.0016258722563527086
173	-0.0028933614503538394
174	-0.0009678676753367455
175	-0.00199870057596602
176	-0.0017125177861637122
177	-0.0009176975020335752
178	-0.0011764484713215687
179	-0.001218062845760144
180	-0.0014885653436219409
181	-0.0004130436098006178
182	-0.007665223075389746
