1CDX1_1	-0.9106138142546848
1CDX1_2	-0.9366549262916606
1CDX1_3	-0.8178350045521656
1CDX1_4	-0.8902587789958547
1CDX1_5	-0.9110006174569212
1CDX2_1	-0.3589736011057913
1CDX2_2	-0.8927890490948194
1CDX2_3	-0.8085587503271461
1CDX2_4	-0.6123795170528705
1CDX2_5	-0.7066837949224759
1CDX2_6	-0.8732925311308446
1CDX3_1	-0.43688585972301336
1CDX3_2	-0.4331263799439248
1CDX3_3	-0.3768077524185257
1CDX3_5	-0.40880115207116957
1CDX3_6	-0.2880629713462106
1CDX4_1	-0.15642793716554165
1CDX4_2	-0.2580831757867163
1CDX4_3	-0.4279997547646214
1CDX4_4	-0.23877742734103716
1CDX4_5	-0.16871153530765795
1CDX4_6	-0.2225596859974513
1CDX1_12	-0.9208460664711356
1CDX1_13	-0.9171075761965636
1CDX1_14	-0.9103223223688091
1CDX1_17	-0.9147507123148846
1CDX1_22	-0.9142996050788947
1CDX1_23	-0.9099045070647336
1CDX1_24	-0.8955675377149274
1CDX1_25	-0.9130196778627542
1CDX1_26	-0.9095532766107239
1CDX1_27	-0.9120419682839587
1CDX1_32	-0.9276049037589762
1CDX1_33	-0.9017755025985164
1CDX1_34	-0.9252793956702051
1CDX1_35	-0.928243239507881
1CDX1_36	-0.8742363034067896
1CDX1_37	-0.34136290667114094
1CDX1_38	-0.9344854006693452
1CDX1_41	-0.9138095162430084
1CDX1_42	-0.9363302439089651
1CDX1_43	-0.9366151995598476
1CDX1_44	-0.8822440129894189
1CDX1_45	-0.913309175834655
1CDX1_46	-0.9088444370366158
1CDX1_47	-0.9169368661409237
1CDX1_51	-0.9040356054605017
1CDX1_52	-0.9160692795153286
1CDX1_53	-0.21155538469596868
1CDX1_54	-0.9662345402844355
1CDX1_56	-0.897300559435517
1CDX1_61	-0.9251289591337876
1CDX1_62	-0.9127551106146321
1CDX1_63	-0.8826718445354248
1CDX1_64	-0.9003051216619313
1CDX1_66	-0.9053483292566481
1CDX1_67	-0.9270984546717126
1CDX1_71	-0.9039259206095759
1CDX1_72	-0.9550667926058777
1CDX1_73	-0.9065673585685825
1CDX1_74	-0.9286292866147995
1CDX1_75	-0.9144890527264099
1CDX1_76	-0.8986525444926489
1CDX1_77	-0.9340175106243171
1CDX1_81	-0.6935787172972875
1CDX1_82	-0.9562071295806323
1CDX1_83	-0.9133176002027666
1CDX1_85	-0.9202370375620735
1CDX1_86	-0.9085345121510097
1CDX1_87	-0.923024669539167
1CDX1_92	-0.9426999267407205
1CDX1_93	-0.9315724781060789
1CDX1_94	-0.9100932939461774
1CDX1_95	-0.926350704016255
1CDX1_96	-0.9326813066905271
1CDX1_101	-0.9076014999159319
1CDX1_102	-0.9574480657377871
1CDX1_103	-0.9247405318468521
1CDX1_104	-0.9552383850352211
1CDX1_105	-0.9189716272133206
1CDX1_106	-0.9324219624325235
1CDX1_107	-0.9106952895983111
1CDX1_108	-0.8923165018188547
1CDX1_111	-0.9092309295585563
1CDX1_113	-0.9248559288770667
1CDX1_114	-0.9009281306309439
1CDX1_115	-0.8779794230391296
1CDX1_116	-0.9139639095005438
1CDX1_117	-0.920225187406387
1CDX1_121	-0.9160004716618093
1CDX1_122	-0.9130524096268289
1CDX1_123	-0.908652456300637
